,id,box
15032,2b805c3ad1d62bcf,0.21 0.23 0.51 0.79
27249,49f7965dd1201559,0.21 0.03 0.90 1.00
5353,2d8b23aaa2887487,0.10 0.24 0.54 0.74
16264,2aa21442c8b568dd,0.21 0.00 0.99 1.00
653,2a0463374aa5551b,0.05 0.00 1.00 1.00
21853,7bbcd8e8eaf3515f,0.10 0.00 0.89 1.00
31907,4dd09caf3f300a98,0.03 0.63 0.94 0.94
22460,b2a1b657b3e3c046,0.16 0.00 1.00 1.00
29562,9d139f44f2faf36b,0.50 0.08 0.83 1.00
22729,63a4695b0ab8435f,0.69 0.44 0.80 1.00
25656,7346317caf19881f,0.49 0.00 0.71 0.93
849,2d7b66fa4f22b2ec,0.00 0.00 0.61 0.42
10381,9fb7df83b89c917c,0.08 0.23 0.74 0.62
639,657b956a16b6d47c,0.09 0.00 0.92 1.00
21559,2e3d5b6f812307a4,0.07 0.00 0.38 1.00
23720,2cfae93e87314273,0.30 0.51 0.47 0.67
26789,9d792326ea4edc21,0.32 0.10 0.95 0.58
10735,62303a3aa9d46519,0.17 0.39 0.65 0.80
22893,f35fa2a39aef93c8,0.15 0.26 0.59 0.75
23991,0b066ff87b7e2ff9,0.17 0.00 0.84 0.87
13837,77e54c8a7005aeec,0.13 0.00 0.73 1.00
10018,9e9d16568c4c6069,0.00 0.00 0.96 0.85
4139,49b8edea935bac24,0.04 0.03 0.88 1.00
8952,2a40ac4ca3c22e3d,0.25 0.29 0.67 0.56
2027,b241bb849e9b0f4f,0.12 0.43 0.71 0.84
14841,2b2e72256385a73b,0.10 0.10 0.77 0.85
21633,62d9173836d88afe,0.06 0.47 0.90 0.66
21063,2be52a517f32456e,0.07 0.00 1.00 0.83
8036,2e73baf29576b55c,0.04 0.00 1.00 1.00
32185,49ed2dd744061017,0.18 0.20 0.73 0.90
7507,2c8edd9b34457bd2,0.34 0.18 0.89 0.90
7789,9c5ba8d71d8b8f60,0.00 0.00 0.87 1.00
9301,2ab5ef5c063e8fc3,0.06 0.20 1.00 0.84
10818,7c9c2fc6086592a4,0.14 0.30 0.53 0.44
24266,2a836a2c5db7d7f8,0.09 0.00 0.87 1.00
25827,795626e5ab32217a,0.11 0.00 0.59 0.55
7495,9d60cd0c86cdcd88,0.00 0.00 0.86 1.00
19528,765824eaf5ea590d,0.10 0.00 0.92 1.00
19808,b462b45669dab5fa,0.35 0.00 0.59 1.00
15838,2f177fa2ecf79057,0.49 0.01 0.88 1.00
25222,2bdff88de26015da,0.32 0.05 0.77 0.40
246,4a2993553677dbc8,0.00 0.00 0.62 0.90
12647,def61257a4f02e64,0.13 0.23 0.85 0.55
13009,b826bf3146875e12,0.02 0.04 0.95 0.87
7127,2a431bb05267f846,0.00 0.00 0.94 1.00
29958,649b2a54c280a83f,0.02 0.06 0.88 0.86
12820,2b47339ff6268ebd,0.08 0.03 0.49 0.92
10541,9ef226f724373c48,0.05 0.00 0.91 1.00
28098,2d9e50e8e20098b7,0.01 0.06 0.96 0.98
9083,9ccae57ea1ad14c6,0.53 0.26 0.72 0.42
11703,bdd219cabfa77d0c,0.43 0.27 1.00 1.00
29884,2a5481b6eac9b79d,0.04 0.00 1.00 1.00
32159,9df65b46b8880dbd,0.00 0.00 1.00 0.87
17635,64c3be4a1d255841,0.43 0.25 0.52 0.77
10219,2a74c4be498cc2e1,0.19 0.00 0.62 0.84
22182,2caf40f8aabd6007,0.00 0.00 1.00 1.00
19786,b5305a8cc126eca8,0.12 0.22 1.00 1.00
26492,b21606c05a4cacca,0.22 0.00 0.60 1.00
22331,2ba3cbee630c26ad,0.00 0.00 0.57 0.91
21728,2df4d883ad62ec11,0.48 0.00 0.69 0.21
8503,32105db434117e27,0.06 0.15 0.43 1.00
17575,9ec9e0380e516851,0.00 0.03 0.83 0.99
23265,df190fb62e04d453,0.17 0.08 0.63 0.79
2786,3047b093302e6654,0.11 0.00 0.67 1.00
16510,b8aa1b133583da2c,0.20 0.10 0.98 0.74
31947,b40812d79a46fe9d,0.10 0.00 1.00 0.97
25866,60cf52c8a096a8bc,0.00 0.00 1.00 1.00
20417,f45c92497ec26e05,0.00 0.23 0.82 0.72
3145,3315b5dfecba9bd8,0.00 0.00 1.00 1.00
16677,2b301f411d73e57f,0.10 0.64 0.27 1.00
28274,2a29fc0b5b00135a,0.00 0.00 1.00 1.00
9820,6035fdd4399673ce,0.00 0.00 0.89 1.00
19148,2c11ef44cc5a93e6,0.16 0.00 1.00 1.00
15905,64a64693bfb49747,0.19 0.00 0.87 1.00
21799,2e0378409375ea1b,0.36 0.42 0.65 0.77
372,b2803f6c5fd1b4b0,0.00 0.41 0.37 0.61
27580,63d9c8ad870409bc,0.13 0.00 0.83 1.00
28146,ad4c6f868726c2ac,0.08 0.37 0.94 1.00
22058,6591c72d77d5080f,0.14 0.02 0.95 1.00
28071,2c79059a5f6fddc1,0.03 0.00 1.00 1.00
28733,2c268595bb9ff0b9,0.00 0.38 0.81 1.00
29893,7c9835050ba90979,0.00 0.17 0.40 1.00
20716,2e24097c5be6c939,0.02 0.00 1.00 0.89
6600,61cd8cfa09dc7a9c,0.25 0.00 1.00 1.00
10286,b0f179c488083de6,0.09 0.00 0.93 1.00
28501,6151c7ca977951e4,0.05 0.00 0.92 1.00
30331,2a88f2a0338935e5,0.10 0.04 0.61 0.53
31038,9e084cf038bcb680,0.05 0.03 1.00 1.00
19468,7cc9e23a4816304e,0.19 0.50 0.89 1.00
2374,72f1ae8e56d5a877,0.08 0.25 0.77 0.76
16089,8d4304a0f206aa02,0.00 0.00 1.00 1.00
21523,efb7664ac6d30caa,0.00 0.00 0.90 1.00
10530,f2f3f7954cc42f88,0.03 0.23 1.00 1.00
13768,2b620e4aa9ea5e64,0.62 0.00 1.00 0.18
2379,2e7f6e51345ec5a2,0.08 0.00 0.86 1.00
12812,abbab1524044ea42,0.00 0.00 0.77 1.00
7442,2a1b905dfd6dc61a,0.16 0.00 0.69 1.00
5364,2da4ba56170f0719,0.13 0.52 0.65 0.68
3351,9e5aa01a7e87ad71,0.00 0.00 0.68 0.71
26044,2b26202056a34865,0.00 0.18 0.77 0.56
7967,7bc6d99de5cf04ea,0.33 0.45 0.55 0.55
23506,77d811b90ec2dce1,0.28 0.00 1.00 1.00
23505,60575e6b4198b759,0.30 0.00 0.75 0.97
20953,313d5aff741103be,0.31 0.16 0.84 0.87
25076,b2f24694b76cc15d,0.09 0.00 1.00 0.94
19423,732ad64635b5cbcb,0.18 0.21 0.81 0.82
31076,2cbb1fd65b9cee4c,0.28 0.33 0.57 0.78
26891,2b0179133e801e9c,0.00 0.00 0.69 1.00
12388,2ab6ab6f7df41b40,0.07 0.09 1.00 0.95
20754,7b8cd3733173316f,0.48 0.02 0.94 0.98
18372,2a3f5d8ae39de0e5,0.00 0.00 1.00 1.00
18930,f01b95e71194b24e,0.11 0.28 0.76 0.75
16012,f2e4c2baa1ad7c5c,0.41 0.00 1.00 1.00
6956,2bb2ae489979b4d9,0.07 0.00 1.00 1.00
8260,b443b3b6f81369cf,0.06 0.19 0.66 0.80
7649,601995f1206d76b2,0.24 0.00 0.69 1.00
14935,2c2c1a71acc042e0,0.00 0.00 1.00 1.00
21102,2baaaa42803f09a6,0.00 0.08 0.56 0.78
2635,ac1df2a516677a71,0.16 0.31 0.87 0.71
8597,2ecd8e72515a50f1,0.22 0.28 0.69 0.68
24101,b7ea6eba7f83d1b0,0.00 0.00 1.00 1.00
2925,2a927e20b46663f2,0.09 0.00 1.00 1.00
26358,b3d47e1d9a301c53,0.00 0.48 0.86 0.70
14446,7abe7362669e1789,0.10 0.33 0.67 0.85
29781,4d46c16b22663989,0.22 0.00 0.64 1.00
27250,b0cf6d16f5ffe6b2,0.13 0.00 1.00 1.00
2337,2a2ac9c95fca429c,0.17 0.20 0.73 0.37
23384,b7e9792077922d4f,0.00 0.00 0.90 1.00
6378,cb334a0b29d1539d,0.06 0.07 0.51 0.61
8592,643b9448582b73af,0.00 0.02 1.00 1.00
9177,2d83425f4d4c263c,0.22 0.30 0.82 0.74
27736,7cf4ffccd6b85447,0.00 0.00 1.00 0.81
17391,2aac04814f08319f,0.17 0.07 0.68 1.00
8045,311fc3df2c86868b,0.16 0.57 0.68 0.71
20762,eb750f61475b2360,0.00 0.11 0.82 0.98
23347,feddb44ca150c99d,0.12 0.00 0.79 0.78
26963,78814483d5cd89f3,0.00 0.00 1.00 1.00
24657,2d92fdc3ae29122d,0.17 0.17 0.73 0.82
664,ac9178617d7ebbd4,0.25 0.23 0.69 0.83
21476,644fcca99c1d2620,0.25 0.30 0.68 0.79
26730,2c1e83fab8aea48b,0.03 0.00 0.64 0.52
14757,9e8567b222da004c,0.05 0.30 0.74 1.00
7629,aaab0a74a871e954,0.12 0.45 0.97 0.84
18794,ebb9aebfbe65e5f0,0.03 0.16 0.99 0.99
3660,7cb9e180795e6edf,0.17 0.73 0.82 0.93
9805,632095cec5ed4051,0.00 0.00 1.00 1.00
3444,2de69d7142ac5825,0.14 0.00 0.71 1.00
4317,2a0ad64c1886177b,0.00 0.00 0.54 1.00
13670,7c019c96281569ce,0.02 0.00 1.00 1.00
32080,7a116cec19488434,0.01 0.48 0.60 0.88
5916,b1d7c356f561f0a1,0.10 0.00 0.75 1.00
31088,31c99a69cbf8f29d,0.00 0.00 0.98 1.00
27805,2a992e8e9860dfba,0.26 0.52 0.60 1.00
21391,b6e4fa4001440b19,0.00 0.07 0.84 1.00
12554,2e9ac931b6aecb03,0.00 0.00 0.97 1.00
24572,2bf09d0338d12bed,0.00 0.00 0.91 1.00
27783,ffc9ecc5da0b5925,0.00 0.00 0.90 1.00
8850,3273de96a2e8da3b,0.00 0.00 0.61 1.00
1433,2af933ebab03fc84,0.33 0.00 0.88 0.89
15484,618b01cb4e230159,0.00 0.00 0.51 1.00
7397,7831aebb27582adb,0.02 0.00 0.55 0.58
4304,e87b9821bcbf4b49,0.38 0.00 0.93 1.00
22424,2b0ec820e8019f1b,0.02 0.32 1.00 0.79
29441,2eeb91930568a1c8,0.01 0.00 0.94 1.00
28920,785875338cdaa821,0.00 0.00 0.69 1.00
24031,73b0ec7d6fb650a4,0.13 0.00 0.81 1.00
3651,2ca49b7a980ae879,0.00 0.00 1.00 1.00
31036,2b3d7ec6b84c1234,0.36 0.00 0.67 1.00
9823,6213eda8de303df4,0.05 0.24 0.92 0.66
32089,8b3ff24978ebfffd,0.39 0.22 0.80 0.68
12501,2b11b9357c529b55,0.00 0.02 0.86 0.88
13793,620adf26ee05d8d3,0.33 0.01 0.87 0.60
6056,61948c5a1c322e6f,0.00 0.00 1.00 1.00
19896,7899c012bb4b2193,0.00 0.02 1.00 1.00
21056,2ce1ea40171d0b54,0.10 0.12 0.67 0.87
3385,2c323c1084b35aac,0.00 0.30 0.95 1.00
18485,7adee0d49328b8a8,0.00 0.00 1.00 1.00
29997,ea8c345f4f56278f,0.06 0.13 0.94 1.00
17712,2d69b27d1286d4e9,0.01 0.00 0.92 0.98
